Steppe_MLBA:Russia_MLBA_Sintashta:I1062__BC_1875__Cov_14.69%,0.125205,0.121864,0.051666,0.071383,0.012618,0.028726,-0.00564,0.004154,-0.022293,-0.030798,-0.00065,-0.005095,-0.004014,-0.030139,0.032573,0.029965,0.019036,-0.003294,0.014832,0.006628,-0.017719,0.002473,0.006779,0.011809,-0.013532
Steppe_MLBA:Russia_MLBA_Sintashta:I1063__BC_1875__Cov_42.93%,0.121791,0.096475,0.043369,0.059432,0.009848,0.028447,0.00282,0.006231,-0.019225,-0.019864,0.004384,0.000599,-0.001338,-0.003853,0.016151,0.004375,-0.02373,0.004434,0.001257,-0.006253,-0.001996,0.003091,0.004683,0.001325,-0.006227
Steppe_MLBA:Russia_MLBA_Sintashta:I1064__BC_1789__Cov_71.53%,0.125205,0.107646,0.068636,0.083011,0.018773,0.034582,-0.004935,-0.003,-0.013499,-0.02606,-0.002273,0.001649,-0.001933,-0.02257,0.031487,0.011933,-0.014733,0.000127,-0.006411,0.001626,-0.005116,0.006306,-0.004683,0.00735,0.00012
Steppe_MLBA:Russia_MLBA_Sintashta:I1065__BC_1875__Cov_14.58%,0.125205,0.11577,0.050157,0.059755,0.001539,0.03012,0.00611,0.002769,-0.02352,-0.02442,-0.008931,0.009442,-0.013825,-0.026286,0.019408,0.014452,0.013038,0.010008,-0.004525,0.004377,-0.01435,0.010263,0.000616,0.001205,0
Steppe_MLBA:Russia_MLBA_Sintashta:I1082__BC_1875__Cov_25.07%,0.1161,0.108662,0.063356,0.083011,0.011079,0.027331,0.00517,0.002308,-0.025156,-0.031527,-0.006496,0.00015,0.000743,-0.02257,0.025515,0.010872,-0.007302,0.008868,-0.006662,0.004127,-0.007237,0.00507,-0.003451,0.011447,0.007424
Steppe_MLBA:Russia_MLBA_Sintashta:I1084__BC_1875__Cov_22.82%,0.127482,0.126941,0.060339,0.07752,0.020311,0.016733,0.00752,0.000692,-0.007976,-0.020775,-0.003085,0.012439,-0.001933,-0.029589,0.025515,-0.001061,-0.022035,-0.004181,-0.005028,-0.003877,-0.005865,0.002597,0.005176,0.005422,0.002036
Steppe_MLBA:Russia_MLBA_Sintashta:I1086__BC_1875__Cov_39.63%,0.130897,0.109677,0.062225,0.075582,0.013849,0.022032,0.016451,0.003,-0.024134,-0.024237,0.001461,0.002997,0.004757,-0.017753,0.019951,0.005038,-0.005998,-0.005448,-0.007793,-0.001376,-0.004991,-0.003833,-0.001972,0.005061,-0.003113
Steppe_MLBA:Russia_MLBA_Sintashta:I1088__BC_1875__Cov_22.28%,0.120652,0.106631,0.050157,0.090117,0.010156,0.032072,0.002115,0.008307,-0.013908,-0.040639,0.007795,-0.010641,0.013825,-0.027387,0.021987,0.020021,-0.000391,0.005321,-0.00352,-0.005378,-0.013601,0.002473,-0.006039,0.012291,-0.002036
Steppe_MLBA:Russia_MLBA_Sintashta:I1089__BC_1875__Cov_72.04%,0.125205,0.116786,0.051288,0.08398,0.012925,0.028447,0.006345,0.006923,-0.014726,-0.032802,0.001949,0.003747,0,-0.023946,0.022937,0.024529,0.004694,-0.00266,-0.000251,0.001501,-0.004866,0.002102,0.000986,0.004338,-0.003473
Steppe_MLBA:Russia_MLBA_Sintashta:I1090__BC_1875__Cov_42.34%,0.12862,0.126941,0.053551,0.076874,0.010771,0.031236,0.00893,0.005077,-0.018816,-0.024602,0.007632,-0.001049,-0.003271,-0.021194,0.026737,-0.00411,-0.018123,-0.001014,0.003394,0.000375,-0.010107,0.00136,0.004683,0.004579,0.001197
